,Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Area_log,Price_log
57,8000.0,4,5,Semi-Furnished,Lajpat Nagar,1,240000000,Ready_to_move,New_Property,Builder_Floor,8.987196820661973,19.296149481306266
58,890.0,2,2,Semi-Furnished,Lajpat Nagar 1,1,8300000,Ready_to_move,Resale,Builder_Floor,6.7912214627261855,15.931766072766827
59,1100.0,3,3,Unfurnished,"Vikram Vihar, Lajpat Nagar",1,22500000,Ready_to_move,New_Property,Builder_Floor,7.003065458786462,16.929025867174648
60,750.0,1,1,Furnished,"DDA Flats Sector 14, Dwarka Sector 14",2,4600000,Ready_to_move,Resale,Apartment,6.620073206530356,15.341566861459324
61,850.0,2,1,Semi-Furnished,"Siddhartha Heights, Dwarka Sector 24",2,1900000,Ready_to_move,New_Property,Apartment,6.745236349484363,14.457364444136669
62,1350.0,3,2,Unfurnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",1,5130000,Ready_to_move,New_Property,Apartment,7.2078598714324755,15.450616217146953
63,1387.0,4,4,Unfurnished,"Delhi Homes Yojana, Dwarka Sector 24",1,5890000,Ready_to_move,New_Property,Apartment,7.234898420314831,15.58876655562777
64,1050.0,3,2,Unfurnished,"The Elite Spire, Dwarka Sector 21",1,3700000,Ready_to_move,New_Property,Apartment,6.956545443151569,15.123843377614453
65,1500.0,3,2,Unfurnished,"Kunj Vihar Apartment, Dwarka Sector 12",1,17400000,Ready_to_move,Resale,Apartment,7.313220387090301,16.671980764184756
66,1200.0,3,3,Semi-Furnished,"Ashirwad Apartments, Dwarka Sector 12",1,15500000,Ready_to_move,Resale,Apartment,7.090076835776092,16.556350581889475
67,700.0,2,1,Semi-Furnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",1,2400000,Almost_ready,New_Property,Apartment,6.551080335043404,14.690979295318174
68,1700.0,3,2,Semi-Furnished,"Sunny Valley Apartments, Dwarka",1,17200000,Ready_to_move,Resale,Apartment,7.438383530044307,16.660419941783683
69,1550.0,3,2,Furnished,"Shri Agrasen Apartment, Dwarka Sector 7",2,14200000,Ready_to_move,Resale,Apartment,7.346010209913293,16.46875252257149
70,1400.0,3,3,Semi-Furnished,"Chopra Apartment, Dwarka Sector 23",1,13500000,Ready_to_move,Resale,Apartment,7.24422751560335,16.41820024340866
71,1900.0,4,4,Semi-Furnished,"Mohinder Apartments, Dwarka Sector 12",1,30000000,Ready_to_move,Resale,Apartment,7.549609165154532,17.216707939626428
72,2160.0,4,3,Unfurnished,"Chander Lok Apartment, Dwarka Sector 19",1,21000000,Ready_to_move,Resale,Apartment,7.67786350067821,16.860032995687696
73,1700.0,4,3,Unfurnished,"Neelachal, Dwarka Sector 5",1,20500000,Ready_to_move,Resale,Apartment,7.438383530044307,16.835935444108635
74,1850.0,3,4,Semi-Furnished,Dwarka,1,24000000,Ready_to_move,Resale,Apartment,7.52294091807237,16.99356438831222
75,1800.0,4,2,Semi-Furnished,"MeeraBai Apartment, Dwarka Sector 5",1,16500000,Ready_to_move,Resale,Apartment,7.495541943884256,16.61887093887081
76,1620.0,3,2,Semi-Furnished,"Crescent Apartments, Dwarka Sector 18",1,14900000,Ready_to_move,Resale,Apartment,7.3901814282264295,16.51687177091569
77,1800.0,4,3,Furnished,"Ashoka Enclave Apartment, Dwarka Sector 11",1,19200000,Ready_to_move,Resale,Apartment,7.495541943884256,16.77042083699801
78,1540.0,3,3,Semi-Furnished,"Nav Kairali Apartment, Dwarka Sector 3",1,14500000,Ready_to_move,Resale,Apartment,7.3395376954076745,16.489659207390805
79,1600.0,3,3,Semi-Furnished,"Ashirwad Apartments, Dwarka",1,15600000,Ready_to_move,Resale,Apartment,7.3777589082278725,16.562781472219765
80,1400.0,3,2,Unfurnished,"Indraprastha Apartment, Dwarka Sector 12",1,11400000,Ready_to_move,Resale,Apartment,7.24422751560335,16.249123913364723
81,2300.0,4,4,Furnished,"Mohinder Apartments, Dwarka",1,31500000,Ready_to_move,Resale,Apartment,7.7406644019172415,17.26549810379586
82,1560.0,3,2,Furnished,"Ashoka Apartments, Dwarka Sector 12",2,15800000,Ready_to_move,Resale,Apartment,7.352441100243583,16.575520497997196
83,1500.0,3,3,Semi-Furnished,"Karuna Vihar Apartment, Dwarka",2,16000000,Ready_to_move,Resale,Apartment,7.313220387090301,16.588099280204055
84,1540.0,3,3,Semi-Furnished,"Nav Kairali Apartment, Dwarka Sector 3",1,14500000,Ready_to_move,Resale,Apartment,7.3395376954076745,16.489659207390805
85,1050.0,2,2,Unfurnished,"LNT Apartments, Dwarka",1,10500000,Ready_to_move,Resale,Apartment,6.956545443151569,16.166885815127753
86,1800.0,3,2,Semi-Furnished,Dwarka Sector 4,1,14800000,Ready_to_move,Resale,Apartment,7.495541943884256,16.510137738734343
87,400.0,1,1,Semi-Furnished,"Dwarka Sector 3 carpet area 400 sqft status Ready to Move floor 1 out of 4 floors transaction New Property furnishing Semi-Furnished facing West overlooking Main Road bathroom 1 balcony 1 ownership Freehold Newly Constructed Property 1BHK freehold property , reserved parking, ample space for visitor parking, bathrooms with modern facilities, complete light in all room, wooden wardrobes in bedrooms, separate electric & water meter connection, separate water tank at roof, electronic door lock system with intercom facility, wall to wall POP work, fall ceiling work in all rooms, royal paint work in all rooms, 24X7 running water, branded electric fittings, modular kitchen with electronic chimney, marble vitrified tile flooring, near to metro station, well connected to main road ect. 80 to 90 home loan available. Ready to move read more Contact Agent View Phone No. Share Feedback Agent S.B. Associates 4000+ Buyers Served",1,1850000,Ready_to_move,New_Property,Builder_Floor,5.991464547107982,14.430696197054507
88,1150.0,3,2,Semi-Furnished,Dwarka Sector 16B,1,6800000,Ready_to_move,New_Property,Builder_Floor,7.047517221357296,15.732433170146335
89,1525.0,3,3,Semi-Furnished,"Chopra Apartment, Dwarka Sector 23",1,14200000,Ready_to_move,Resale,Apartment,7.329749689041512,16.46875252257149
90,900.0,1,1,Semi-Furnished,Lajpat Nagar 3,0,8900000,Ready_to_move,Resale,Builder_Floor,6.802394763324311,16.00156183470237
91,1450.0,3,3,Semi-Furnished,Lajpat Nagar 3,2,37500000,Ready_to_move,New_Property,Builder_Floor,7.27931883541462,17.43985149094064
92,1450.0,3,3,Semi-Furnished,Lajpat Nagar 3,2,30000000,Ready_to_move,New_Property,Builder_Floor,7.27931883541462,17.216707939626428
93,1260.0,3,3,Semi-Furnished,Lajpat Nagar 3,2,21000000,Ready_to_move,Resale,Builder_Floor,7.138866999945524,16.860032995687696
94,2925.0,4,4,Unfurnished,Lajpat Nagar 3,2,57500000,Ready_to_move,New_Property,Builder_Floor,7.981049759665957,17.86729550576758
95,1710.0,3,3,Semi-Furnished,Lajpat Nagar 3,1,30000000,Ready_to_move,Resale,Builder_Floor,7.444248649496705,17.216707939626428
96,1600.0,3,3,Unfurnished,Lajpat Nagar 3,1,30000000,Ready_to_move,New_Property,Builder_Floor,7.3777589082278725,17.216707939626428
97,1500.0,3,3,Semi-Furnished,Lajpat Nagar 3,1,31500000,Ready_to_move,Resale,Builder_Floor,7.313220387090301,17.26549810379586
98,2200.0,3,3,Unfurnished,Lajpat Nagar 3,1,30000000,Ready_to_move,Resale,Builder_Floor,7.696212639346407,17.216707939626428
99,1350.0,3,3,Unfurnished,Lajpat Nagar 3,1,41500000,Ready_to_move,New_Property,Builder_Floor,7.2078598714324755,17.541203985200926
100,1710.0,3,3,Semi-Furnished,Lajpat Nagar 3,1,24800000,Ready_to_move,Resale,Builder_Floor,7.444248649496705,17.02635421113521
101,1350.0,3,3,Semi-Furnished,Lajpat Nagar 3,2,35000000,Ready_to_move,Resale,Builder_Floor,7.2078598714324755,17.37085861945369
102,1500.0,3,3,Semi-Furnished,Lajpat Nagar 3,1,40000000,Ready_to_move,Resale,Builder_Floor,7.313220387090301,17.50439001207821
103,2880.0,4,5,Unfurnished,Lajpat Nagar 3,1,46000000,Ready_to_move,New_Property,Builder_Floor,7.965545573129992,17.64415195445337
104,2700.0,4,4,Semi-Furnished,Lajpat Nagar 3,2,55000000,Ready_to_move,Resale,Builder_Floor,7.90100705199242,17.822843743196746
105,1400.0,3,3,Unfurnished,Lajpat Nagar 3,1,24500000,Ready_to_move,Resale,Builder_Floor,7.24422751560335,17.014183675514957
106,1800.0,3,3,Unfurnished,Lajpat Nagar 3,1,24500000,Ready_to_move,Resale,Apartment,7.495541943884256,17.014183675514957
107,1400.0,3,3,Semi-Furnished,Lajpat Nagar 3,1,32500000,Ready_to_move,New_Property,Builder_Floor,7.24422751560335,17.296750647299966
108,1000.0,2,2,Furnished,Lajpat Nagar 3,1,20000000,Ready_to_move,Resale,Apartment,6.907755278982137,16.811242831518264
109,8000.0,4,5,Semi-Furnished,Lajpat Nagar,1,240000000,Ready_to_move,New_Property,Builder_Floor,8.987196820661973,19.296149481306266
110,1000.0,2,2,Furnished,Lajpat Nagar 3,1,20000000,Ready_to_move,Resale,Apartment,6.907755278982137,16.811242831518264
111,1700.0,3,3,Furnished,Lajpat Nagar 3,2,19000000,Ready_to_move,Resale,Builder_Floor,7.438383530044307,16.759949537130716
112,1600.0,3,3,Unfurnished,Lajpat Nagar 3,2,26000000,Ready_to_move,Resale,Builder_Floor,7.3777589082278725,17.073607095985757
113,1350.0,3,3,Unfurnished,Lajpat Nagar 3,1,21000000,Ready_to_move,Resale,Builder_Floor,7.2078598714324755,16.860032995687696
114,1700.0,3,3,Semi-Furnished,Lajpat Nagar 3,1,27500000,Ready_to_move,Resale,Builder_Floor,7.438383530044307,17.1296965626368
115,1400.0,3,3,Semi-Furnished,Lajpat Nagar 3,2,32500000,Ready_to_move,New_Property,Builder_Floor,7.24422751560335,17.296750647299966
116,1450.0,3,3,Semi-Furnished,Lajpat Nagar 3,1,45000000,Ready_to_move,New_Property,Builder_Floor,7.27931883541462,17.622173047734595
117,1350.0,3,3,Semi-Furnished,Lajpat Nagar 3,1,21000000,Ready_to_move,Resale,Builder_Floor,7.2078598714324755,16.860032995687696
118,1700.0,3,3,Unfurnished,Lajpat Nagar 3,1,28000000,Ready_to_move,Resale,Builder_Floor,7.438383530044307,17.14771506813948
119,1600.0,3,3,Unfurnished,Lajpat Nagar 3,2,29500000,Ready_to_move,Resale,Builder_Floor,7.3777589082278725,17.19990082131005
120,1500.0,1,1,Unfurnished,Lajpat Nagar 2,0,13500000,Ready_to_move,Resale,Apartment,7.313220387090301,16.41820024340866
121,800.0,2,2,Unfurnished,Lajpat Nagar 2,1,14000000,Ready_to_move,New_Property,Builder_Floor,6.684611727667927,16.454567887579532
122,1710.0,3,3,Semi-Furnished,Lajpat Nagar 2,4,26000000,Ready_to_move,New_Property,Builder_Floor,7.444248649496705,17.073607095985757
123,1350.0,2,2,Furnished,Lajpat Nagar 2,4,12500000,Ready_to_move,Resale,Builder_Floor,7.2078598714324755,16.34123920227253
124,1500.0,3,3,Semi-Furnished,Lajpat Nagar 2,2,26000000,Ready_to_move,New_Property,Builder_Floor,7.313220387090301,17.073607095985757
125,750.0,2,2,Semi-Furnished,"Vinoba Puri, Lajpat Nagar",2,11500000,Ready_to_move,New_Property,Builder_Floor,6.620073206530356,16.25785759333348
126,850.0,2,2,Semi-Furnished,Lajpat Nagar 2,2,14600000,Ready_to_move,Resale,Builder_Floor,6.745236349484363,16.496532086678563
127,1575.0,3,3,Semi-Furnished,Lajpat Nagar 2,1,25500000,Ready_to_move,New_Property,Builder_Floor,7.362010551259734,17.054189010128656
128,1675.0,3,3,Semi-Furnished,Lajpat Nagar 2,2,31000000,Ready_to_move,New_Property,Builder_Floor,7.423568444259167,17.24949776244942
129,1350.0,3,3,Semi-Furnished,Lajpat Nagar 2,2,22000000,Ready_to_move,Resale,Builder_Floor,7.2078598714324755,16.90655301132259
130,900.0,2,2,Semi-Furnished,Lajpat Nagar 2,2,13400000,Ready_to_move,New_Property,Builder_Floor,6.802394763324311,16.41076526492114
131,1800.0,3,3,Semi-Furnished,Lajpat Nagar 2,2,35000000,Almost_ready,New_Property,Builder_Floor,7.495541943884256,17.37085861945369
132,900.0,2,2,Furnished,Lajpat Nagar 2,2,11000000,Ready_to_move,Resale,Builder_Floor,6.802394763324311,16.213405830762646
133,900.0,2,2,Unfurnished,"Vinoba Puri, Lajpat Nagar",2,6300000,Ready_to_move,Resale,Builder_Floor,6.802394763324311,15.65606019136176
134,900.0,2,2,Furnished,Lajpat Nagar 2,2,12500000,Ready_to_move,Resale,Builder_Floor,6.802394763324311,16.34123920227253
135,800.0,2,2,Unfurnished,Lajpat Nagar 2,1,14500000,Ready_to_move,New_Property,Builder_Floor,6.684611727667927,16.489659207390805
136,1100.0,2,3,Semi-Furnished,Lajpat Nagar 2,1,22500000,Ready_to_move,New_Property,Builder_Floor,7.003065458786462,16.929025867174648
137,810.0,2,2,Semi-Furnished,Lajpat Nagar 2,1,15500000,Ready_to_move,New_Property,Builder_Floor,6.697034247666484,16.556350581889475
138,1500.0,3,3,Semi-Furnished,Lajpat Nagar 2,1,26000000,Ready_to_move,New_Property,Builder_Floor,7.313220387090301,17.073607095985757
139,900.0,2,2,Semi-Furnished,Lajpat Nagar 2,1,15800000,Ready_to_move,New_Property,Builder_Floor,6.802394763324311,16.575520497997196
140,825.0,2,2,Unfurnished,Lajpat Nagar 2,1,15000000,Ready_to_move,New_Property,Builder_Floor,6.715383386334681,16.523560759066484
141,900.0,2,2,Unfurnished,Lajpat Nagar 2,1,13000000,Ready_to_move,New_Property,Builder_Floor,6.802394763324311,16.38045991542581
142,875.0,2,2,Unfurnished,Lajpat Nagar 2,1,15000000,Ready_to_move,New_Property,Builder_Floor,6.774223886357614,16.523560759066484
143,1350.0,3,3,Semi-Furnished,Lajpat Nagar 2,1,25000000,Ready_to_move,New_Property,Builder_Floor,7.2078598714324755,17.034386382832476
144,750.0,2,2,Semi-Furnished,Lajpat Nagar 2,1,16500000,Ready_to_move,New_Property,Builder_Floor,6.620073206530356,16.61887093887081
145,900.0,2,2,Unfurnished,Lajpat Nagar 2,1,10300000,Ready_to_move,New_Property,Builder_Floor,6.802394763324311,16.147654453199863
146,1350.0,3,3,Semi-Furnished,Lajpat Nagar 2,1,26000000,Ready_to_move,New_Property,Builder_Floor,7.2078598714324755,17.073607095985757
147,900.0,2,2,Unfurnished,Lajpat Nagar 2,1,11000000,Ready_to_move,Resale,Builder_Floor,6.802394763324311,16.213405830762646
148,1800.0,3,3,Unfurnished,Lajpat Nagar 2,1,28500000,Ready_to_move,New_Property,Builder_Floor,7.495541943884256,17.16541464523888
149,900.0,2,2,Unfurnished,Lajpat Nagar 2,1,11000000,Ready_to_move,Resale,Builder_Floor,6.802394763324311,16.213405830762646
150,900.0,2,1,Furnished,Budh Vihar,1,11000000,Ready_to_move,Resale,Apartment,6.802394763324311,16.213405830762646
151,810.0,3,2,Semi-Furnished,Budh Vihar,1,4500000,Ready_to_move,Resale,Builder_Floor,6.697034247666484,15.319587954740548
152,450.0,2,1,Unfurnished,"Budh Vihar super area 50 sqyrd status Ready to Move floor Ground out of 2 floors transaction Resale furnishing Unfurnished facing East car parking 1 Open bathroom 1 balcony 2 ownership Freehold For Sale 2 BHK 50 yrd, 2 side open Ground Floor, First and Second Floor in H Block, Gali No. 04, Near Laxmi Narain Mandir, BudhVihar read more Contact Agent View Phone No. Share Feedback Agent Sahyog Properties 1000+ Buyers Served",1,3600000,Ready_to_move,Resale,Builder_Floor,6.1092475827643655,15.096444403426338
153,100.0,3,2,Furnished,Budh Vihar Phase 1,1,4300000,Ready_to_move,New_Property,Builder_Floor,4.605170185988092,15.27412558066379
154,900.0,3,2,Semi-Furnished,Budh Vihar,1,4000000,Ready_to_move,Resale,Builder_Floor,6.802394763324311,15.201804919084164
155,500.0,2,2,Semi-Furnished,Budh Vihar Phase 1,1,1650000,Ready_to_move,Resale,Apartment,6.214608098422191,14.316285845876763
156,450.0,1,1,Furnished,Budh Vihar,1,2000000,Ready_to_move,Resale,Builder_Floor,6.1092475827643655,14.508657738524219
157,75.0,2,2,Semi-Furnished,Budh Vihar,1,3000000,Ready_to_move,Resale,Builder_Floor,4.31748811353631,14.914122846632385
158,270.0,2,1,Semi-Furnished,Budh Vihar Phase 1,1,1400000,Ready_to_move,Resale,Apartment,5.598421958998375,14.151982794585487
159,500.0,2,1,Semi-Furnished,Budh Vihar Phase 1,1,2000000,Ready_to_move,Resale,Builder_Floor,6.214608098422191,14.508657738524219
160,444.0,2,2,Unfurnished,Budh Vihar Phase 1,1,2000000,Ready_to_move,Resale,Apartment,6.095824562432225,14.508657738524219
161,400.0,1,1,Furnished,Budh Vihar,1,2000000,Ready_to_move,Resale,Builder_Floor,5.991464547107982,14.508657738524219
162,729.0,3,4,Furnished,Budh Vihar,1,2600000,Ready_to_move,Resale,Builder_Floor,6.591673732008658,14.77102200299171
163,4050.0,5,3,Furnished,Budh Vihar Phase 1,1,5100000,Ready_to_move,Resale,Builder_Floor,8.306472160100585,15.444751097694555
164,2400.0,5,4,Furnished,Budh Vihar Phase 2,1,6000000,Ready_to_move,Resale,Builder_Floor,7.783224016336037,15.60727002719233
165,450.0,2,2,Furnished,Budh Vihar,1,4000000,Ready_to_move,Resale,Builder_Floor,6.1092475827643655,15.201804919084164
166,405.0,2,3,Furnished,Budh Vihar Phase 2,1,6200000,Ready_to_move,Resale,Builder_Floor,6.003887067106539,15.64005985001532
